file_path,country,continent,ns-hemisphere,ew-hemisphere,category
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_357/lighthouse_357_2_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_357/lighthouse_357_3_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_357/lighthouse_357_1_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_357/lighthouse_357_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_710/lighthouse_710_0_rgb.jpg,Germany,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_710/lighthouse_710_1_rgb.jpg,Germany,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_684/lighthouse_684_3_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_684/lighthouse_684_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_767/lighthouse_767_0_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_767/lighthouse_767_1_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_767/lighthouse_767_3_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_789/lighthouse_789_1_rgb.jpg,Australia,Oceania,Southern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_789/lighthouse_789_0_rgb.jpg,Australia,Oceania,Southern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_789/lighthouse_789_2_rgb.jpg,Australia,Oceania,Southern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_81/lighthouse_81_6_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_81/lighthouse_81_3_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_81/lighthouse_81_7_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_81/lighthouse_81_1_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_81/lighthouse_81_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_81/lighthouse_81_4_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_18/lighthouse_18_7_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_18/lighthouse_18_2_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_18/lighthouse_18_0_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_18/lighthouse_18_4_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_18/lighthouse_18_5_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_159/lighthouse_159_0_rgb.jpg,Sweden,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_159/lighthouse_159_1_rgb.jpg,Sweden,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_464/lighthouse_464_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_849/lighthouse_849_0_rgb.jpg,Russian Federation,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_587/lighthouse_587_0_rgb.jpg,Russian Federation,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_587/lighthouse_587_6_rgb.jpg,Russian Federation,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_413/lighthouse_413_9_rgb.jpg,France,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_413/lighthouse_413_8_rgb.jpg,France,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_413/lighthouse_413_4_rgb.jpg,France,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_413/lighthouse_413_7_rgb.jpg,France,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_569/lighthouse_569_1_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_569/lighthouse_569_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_569/lighthouse_569_2_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_569/lighthouse_569_3_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_843/lighthouse_843_2_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_843/lighthouse_843_1_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_843/lighthouse_843_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_834/lighthouse_834_1_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_834/lighthouse_834_0_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_514/lighthouse_514_6_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_514/lighthouse_514_7_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_514/lighthouse_514_9_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_514/lighthouse_514_1_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_514/lighthouse_514_4_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_514/lighthouse_514_8_rgb.jpg,Brazil,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_480/lighthouse_480_0_rgb.jpg,Germany,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_480/lighthouse_480_2_rgb.jpg,Germany,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_939/lighthouse_939_4_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_939/lighthouse_939_5_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_563/lighthouse_563_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_5_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_1_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_8_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_4_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_0_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_6_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_153/lighthouse_153_3_rgb.jpg,Mexico,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_9_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_5_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_1_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_0_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_8_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_6_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_2_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_7_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_318/lighthouse_318_3_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_8_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_1_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_5_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_3_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_7_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_2_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_381/lighthouse_381_6_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_215/lighthouse_215_1_rgb.jpg,Japan,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_215/lighthouse_215_0_rgb.jpg,Japan,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_262/lighthouse_262_0_rgb.jpg,Spain,Europe,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_20/lighthouse_20_1_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_20/lighthouse_20_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_57/lighthouse_57_1_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_57/lighthouse_57_0_rgb.jpg,Argentina,South America,Southern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_728/lighthouse_728_0_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_625/lighthouse_625_0_rgb.jpg,Cuba,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_625/lighthouse_625_1_rgb.jpg,Cuba,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_625/lighthouse_625_3_rgb.jpg,Cuba,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_625/lighthouse_625_2_rgb.jpg,Cuba,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_1022/lighthouse_1022_1_rgb.jpg,France,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_1055/lighthouse_1055_0_rgb.jpg,Japan,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_652/lighthouse_652_2_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_652/lighthouse_652_3_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_652/lighthouse_652_1_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_652/lighthouse_652_0_rgb.jpg,United States,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_755/lighthouse_755_6_rgb.jpg,Ireland,Europe,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_722/lighthouse_722_1_rgb.jpg,Latvia,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_722/lighthouse_722_0_rgb.jpg,Latvia,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_658/lighthouse_658_0_rgb.jpg,Russian Federation,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_1028/lighthouse_1028_0_rgb.jpg,Sweden,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_1028/lighthouse_1028_1_rgb.jpg,Sweden,Europe,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_365/lighthouse_365_0_rgb.jpg,China,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_365/lighthouse_365_4_rgb.jpg,China,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_365/lighthouse_365_1_rgb.jpg,China,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_365/lighthouse_365_3_rgb.jpg,China,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_365/lighthouse_365_7_rgb.jpg,China,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_365/lighthouse_365_2_rgb.jpg,China,Asia,Northern,Eastern,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_312/lighthouse_312_1_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_312/lighthouse_312_0_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_312/lighthouse_312_4_rgb.jpg,Canada,North America,Northern,Western,lighthouse
/deep/group/aicc-bootcamp/self-sup/fmow_rgb/train/lighthouse/lighthouse_312/lighthouse_312_2_rgb.jpg,Canada,North America,Northern,Western,lighthouse
